RTT,MeanLatencyUpstream,MeanLatencyDownstream,STDLatencyUpstream,STDLatencyDownstream,NPackets
10.29727945098039,0.12755747058823527,10.169721980392156,0.05055956112420938,0.05034543497209093,51
10.25432242,0.10952667999999996,10.14479574,0.020715640305276593,0.03265089142722435,50
10.2115142,0.09345120000000001,10.118063,0.019463530433094612,0.028741950830797797,50
10.278769259999999,0.12199537999999999,10.15677388,0.012561665870241892,0.012655591350292554,50
10.21651298,0.09391853999999997,10.122594439999999,0.01753509765494336,0.031550954288046495,50
22.45385744680851,0.10183693617021278,22.352020510638297,0.01986713978108153,20.894861196197617,47
85.41121893877553,0.10454261224489797,85.30667632653063,0.01948796226435676,17.50046818935569,49
95.10102194117651,0.09191009803921567,95.00911184313729,0.01883247612373829,31.039979024102436,51
95.08266555319146,0.09498525531914895,94.98768029787232,0.016059243475289923,23.59154011165197,47
98.66729358823531,0.10211554901960784,98.56517803921571,0.01916347123915372,16.360627001401284,51
90.26650277551023,0.10231726530612245,90.1641855102041,0.018898444319708507,16.606603110346622,49
98.54071178431373,0.10885960784313724,98.43185217647058,0.019412093237109,20.077004241281653,51
99.53568275510203,0.10039924489795922,99.43528351020407,0.018754868783408804,18.916011586185657,49
99.57628963999997,0.09739844000000002,99.47889119999996,0.014489726812000286,15.342377529942299,50
96.09611172549019,0.10983878431372546,95.98627294117647,0.01922520557457974,19.73796527579678,51
95.98684914285717,0.11021710204081638,95.87663204081635,0.01808950792219453,19.867847738642986,49
91.06364494117648,0.09003860784313726,90.97360633333334,0.020183625119969604,16.761980551779914,51
91.70558148,0.10003019999999997,91.60555128,0.023356462992499525,15.06297002749394,50
92.54690682000002,0.09535566,92.45155116000002,0.0168216129911611,16.405213988620943,50
98.94416491666665,0.1020658333333333,98.84209908333332,0.016269812674773555,20.258112171151847,48
96.88088647058822,0.10431054901960786,96.77657592156862,0.017815140975391896,20.985232743290727,51
98.44859260784311,0.11142335294117645,98.33716925490194,0.01648372154322707,16.68761317494741,51
90.53301485714286,0.0930966326530612,90.4399182244898,0.015700176461628728,21.368699432401247,49
102.13509123529411,0.10376231372549022,102.03132892156862,0.018281852192484512,19.694603249412353,51
90.21301221999998,0.09932312000000001,90.11368909999999,0.021272598675892894,15.43489359804944,50
93.94233022916667,0.10056602083333337,93.84176420833334,0.019543692596642678,15.21457652013617,48
98.37484146153847,0.09758601923076925,98.27725544230769,0.01164335356377915,20.16325951600372,52
92.07996866666666,0.10719741666666667,91.97277125,0.0156676791900201,24.36600631869069,48
98.29988407843135,0.1148767843137255,98.18500729411763,0.013668351337553949,22.3806465215754,51
90.94279858823526,0.09937376470588236,90.84342482352938,0.019479578842115798,23.377376165525543,51
96.30986238775508,0.09803669387755101,96.21182569387753,0.02021661428910519,22.90398556812113,49
84.190624,0.09825935294117646,84.09236464705883,0.023800741563520068,28.282142104384636,51
47.48750473584906,0.10620616981132079,47.381298566037735,0.0214301412357982,39.28392101925234,53
10.270751559999999,0.11446657999999997,10.156284979999999,0.018505202041685466,0.03385694157568886,50
10.200514199999999,0.08848978000000002,10.11202442,0.014376926075194238,0.028027914150781867,50
10.273981619999997,0.11158624,10.162395379999998,0.018578008490212287,0.014310044980907544,50
10.273378799999996,0.10046413999999998,10.172914659999996,0.014523359305628985,0.010805347347697693,50
10.274293860000004,0.11071004000000005,10.163583820000003,0.01815573494845086,0.01415612888849205,50
10.236477580000003,0.10441368000000001,10.132063900000002,0.02101152473519235,0.03369479278360377,50
10.204518265306122,0.09175351020408165,10.11276475510204,0.01665389701544105,0.030791924612270993,49
